MANHATTAN CONDOMINIUM PROPERTY Boro-Block-Lot,MANHATTAN CONDOMINIUM PROPERTY Condo Section,MANHATTAN CONDOMINIUM PROPERTY Address,Borough,Postcode,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,MANHATTAN CONDOMINIUM PROPERTY Neighborhood,MANHATTAN CONDOMINIUM PROPERTY Building Classification,MANHATTAN CONDOMINIUM PROPERTY Total Units,MANHATTAN CONDOMINIUM PROPERTY Year Built,MANHATTAN CONDOMINIUM PROPERTY Gross SqFt,MANHATTAN CONDOMINIUM PROPERTY Est. Gross Income,MANHATTAN CONDOMINIUM PROPERTY Gross Income per SqFt,MANHATTAN CONDOMINIUM PROPERTY Full Market Value,MANHATTAN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
1-01312-7501,16-R1,117 EAST 57 STREET,1,10022,40.761275,-73.969938,5,4,11203,1036926,1013127501,Turtle Bay-East Midtown                                                    ,MIDTOWN CBD,R4-ELEVATOR,236,1975,364872,16054368,44,78800007,216,1-01332-0029,240 EAST 59 STREET,MIDTOWN EAST,D6-ELEVATOR,167,1983,324212,13165445,40.6,64600000,199,0.2,1-01365-0009,415 EAST 53 STREET,MIDTOWN EAST,D7-ELEVATOR,324,1982,413233,20907775,51,103000000,249,0.55
1-01312-7502,756-R1,465 PARK AVENUE,1,10022,40.761868,-73.970551,5,4,11203,1036903,1013127502,Turtle Bay-East Midtown                                                    ,MIDTOWN CBD,R9-CONDOPS,120,1926,221819,7763665,35,36200000,163,1-01309-0050,136 EAST 55 STREET,MIDTOWN CBD,D6-ELEVATOR,200,1957,204269,7495751,36.7,34900000,171,0.2,1-01302-0033,760 3 AVENUE,MIDTOWN CBD,D7-ELEVATOR,310,1929,297703,10353518,34.8,48200000,162,0.5
1-01313-7501,1350-R1,151 EAST 58 STREET,1,10022,40.76139,-73.968118,6,4,11203,1086160,1013137501,Turtle Bay-East Midtown                                                    ,MIDTOWN CBD,R4-ELEVATOR,105,2001,365000,22265000,61,109000007,299,1-01117-0001,1930 BROADWAY,UPPER WEST SIDE (59-79),D7-ELEVATOR,235,2002,460000,27398465,60,134000000,291,1,1-01126-0029,135 CENTRAL PARK WEST,UPPER WEST SIDE (59-79),D3-ELEVATOR,64,1906,217280,12932460,60,63500000,292,1.2
1-01314-7501,319-R1,235 EAST 40 STREET,1,10016,40.748878,-73.973924,6,4,88,1037178,1013147501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,364,1986,351161,15500000,44.1,76100007,217,1-01365-0009,415 EAST 53 STREET,MIDTOWN EAST,D7-ELEVATOR,324,1982,413233,20907775,51,103000000,249,0.7,1-01332-0029,240 EAST 59 STREET,MIDTOWN EAST,D6-ELEVATOR,167,1983,324212,13165445,40.6,64600000,199,0.9
1-01319-7501,482-R1,240 EAST 46 STREET,1,10017,40.752901,-73.971613,6,4,90,1071617,1013197501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,101,1970,60900,2100000,34.5,9779999,161,1-01418-0045,1081 3 AVENUE,UPPER EAST SIDE (59-79),D6-ELEVATOR,116,1968,174273,7529991,43.2,37000000,212,0.9,1-01416-0002,1033 3 AVENUE,UPPER EAST SIDE (59-79),D6-ELEVATOR,133,1967,241274,11149460,46.2,54700000,227,0.8
1-01319-7502,1614-R1,845 2 AVENUE,1,10017,40.751902,-73.970704,6,4,90,1087512,1013197502,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,18,2001,11861,550000,46.4,2700000,228,1-01424-0004,203 EAST 69 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,15,1980,32500,1702675,52,8360000,257,1.2,1-01437-0045,316 EAST 63 STREET,UPPER EAST SIDE (59-79),D7-ELEVATOR,42,1999,34137,975976,28.6,4550000,133,0.85
1-01320-7501,85-R1,238 EAST 47 STREET,1,10017,40.753538,-73.971194,6,4,90,1037607,1013207501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,231,1982,350000,15400000,44,75599981,216,1-01365-0009,415 EAST 53 STREET,MIDTOWN EAST,D7-ELEVATOR,324,1982,413233,20907775,51,103000000,249,0.45,1-01332-0029,240 EAST 59 STREET,MIDTOWN EAST,D6-ELEVATOR,167,1983,324212,13165445,40.6,64600000,199,0.6
1-01320-7502,238-R1,216 EAST 47 STREET,1,10017,40.753686,-73.971547,6,4,90,1037840,1013207502,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,48,1985,77029,3160000,41,15499999,201,1-01318-0019,245 EAST 44 STREET,MIDTOWN EAST,D6-ELEVATOR,182,1986,168998,7288133,43.1,35800000,212,0.1,1-01369-0042,410 EAST 58 STREET,MIDTOWN EAST,D3-ELEVATOR,125,1974,105734,3952336,37.4,19400000,183,0.6
1-01320-7503,240-R1,210 EAST 47 STREET,1,10017,40.753727,-73.971641,6,4,90,1037889,1013207503,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,92,1957,63927,2300000,36,10699986,167,1-01425-0017,225 EAST 70 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,91,1961,83220,2830153,34,13200000,159,1.2,1-01347-0005,311 EAST 54 STREET,MIDTOWN EAST,D9-ELEVATOR,41,1963,24192,1723838,71,8460000,350,0.4
1-01320-7504,451-R1,225 EAST 46 STREET,1,10017,40.753025,-73.971862,6,4,90,1071719,1013207504,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,129,1956,81745,2780000,34,12899997,158,1-01347-0005,311 EAST 54 STREET,MIDTOWN EAST,D9-ELEVATOR,41,1963,24192,1723838,71,8460000,350,0.4,1-01425-0017,225 EAST 70 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,91,1961,83220,2830153,34,13200000,159,1.2
1-01320-7505,620-R1,236 EAST 47 STREET,1,10017,40.753551,-73.971226,6,4,90,1037604,1013207505,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,173,1988,164753,7580000,46,37200007,226,1-01318-0019,245 EAST 44 STREET,MIDTOWN EAST,D6-ELEVATOR,182,1986,168998,7288133,43.1,35800000,212,0.1,1-01311-0045,150 EAST 57 STREET,MIDTOWN CBD,D8-ELEVATOR,145,1997,158063,7763509,49.1,38100000,241,0.5
1-01320-7506,1828-R1,211 EAST 46 STREET,1,10017,40.753118,-73.972085,6,4,90,1037599,1013207506,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,261,1979,207246,8450000,40.8,41499997,200,1-01332-0029,240 EAST 59 STREET,MIDTOWN EAST,D6-ELEVATOR,167,1983,324212,13165445,40.6,64600000,199,0.6,1-01338-0040,314 EAST 46 STREET,MIDTOWN EAST,D6-ELEVATOR,250,1981,253256,11384191,45,55900000,221,0.15
1-01322-7501,201-R1,249 EAST 48 STREET,1,10017,40.754111,-73.970565,6,4,90,1038044,1013227501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,162,1959,170631,6100000,35.7,28400002,166,1-01488-0013,519 EAST 76 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,210,1964,257244,12205965,47.4,59900000,233,1.45,1-01314-0021,747 2 AVENUE,MIDTOWN EAST,D9-ELEVATOR,276,1972,387761,13163054,33.9,61300000,158,0.4
1-01323-7501,185-R1,255 EAST 49 STREET,1,10017,40.754696,-73.970013,6,4,98,1038254,1013237501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,174,1985,193134,8400000,43.5,41200028,213,1-01332-0029,240 EAST 59 STREET,MIDTOWN EAST,D6-ELEVATOR,167,1983,324212,13165445,40.6,64600000,199,0.45,1-01365-0009,415 EAST 53 STREET,MIDTOWN EAST,D7-ELEVATOR,324,1982,413233,20907775,51,103000000,249,0.35
1-01324-7501,518-R1,245 EAST 50 STREET,1,10022,40.75539,-73.969713,6,4,98,1071860,1013247501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,16,1980,19082,765000,40.1,3759998,197,1-01424-0004,203 EAST 69 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,15,1980,32500,1702675,52,8360000,257,0.95,1-01453-0021,353 EAST 78 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,67,1986,53662,1763333,32.9,8210000,153,1.4
1-01325-7501,227-R1,226 EAST 52 STREET,1,10022,40.756751,-73.969102,6,4,98,1038491,1013257501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,25,1984,46800,1780000,38,8289997,177,1-01424-0004,203 EAST 69 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,15,1980,32500,1702675,52,8360000,257,0.9,1-01453-0021,353 EAST 78 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,67,1986,53662,1763333,32.9,8210000,153,1.35
1-01325-7502,424-R1,230 EAST 52 STREET,1,10022,40.756724,-73.969038,6,4,98,1071878,1013257502,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,27,1901,15410,580000,37.6,2699993,175,1-01390-0043,48 EAST 76 STREET,UPPER EAST SIDE (59-79),D9-ELEVATOR,27,1910,14336,409014,28.5,1690000,118,1.25,1-01320-0018,235 EAST 46 STREET,MIDTOWN EAST,D1-ELEVATOR,63,1938,49914,2191782,43.9,10800000,216,0.25
1-01325-7503,1931-R1,209 EAST 51 STREET,1,10022,40.756263,-73.969846,6,4,98,1038465,1013257503,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,73,1958,65985,2550000,38.6,12500013,189,1-01347-0005,311 EAST 54 STREET,MIDTOWN EAST,D9-ELEVATOR,41,1963,24192,1723838,71,8460000,350,0.2,1-01425-0017,225 EAST 70 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,91,1961,83220,2830153,34,13200000,159,0.95
1-01326-7501,1840-R1,250 EAST 53 STREET,1,10022,40.75722,-73.968265,6,4,98,1087747,1013267501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,135,2006,197233,8000000,40.6,39299997,199,1-01298-0041,150 EAST 44 STREET,MIDTOWN CBD,D8-ELEVATOR,362,2000,352725,13996217,39.7,68700000,195,0.45,1-01338-0040,314 EAST 46 STREET,MIDTOWN EAST,D6-ELEVATOR,250,1981,253256,11384191,45,55900000,221,0.35
1-01327-7501,795-R1,211 EAST 53 STREET,1,10022,40.757501,-73.968893,6,4,98,1038550,1013277501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R9-CONDOPS,146,1957,126021,4300000,34.1,20000000,159,1-01463-0021,1273 YORK AVENUE,UPPER EAST SIDE (59-79),D9-ELEVATOR,213,1957,182345,5682659,31.2,26500000,145,0.8,1-01488-0013,519 EAST 76 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,210,1964,257244,12205965,47.4,59900000,233,1.25
1-01327-7502,896-R1,250 EAST 54 STREET,1,10022,40.757835,-73.967792,6,4,98,1038562,1013277502,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,177,1990,237531,10250000,43.2,50300000,212,1-01332-0029,240 EAST 59 STREET,MIDTOWN EAST,D6-ELEVATOR,167,1983,324212,13165445,40.6,64600000,199,0.25,1-01365-0009,415 EAST 53 STREET,MIDTOWN EAST,D7-ELEVATOR,324,1982,413233,20907775,51,103000000,249,0.3
1-01329-7501,2007-R1,231 EAST 55 STREET,1,10022,40.758615,-73.967658,6,4,108,1038578,1013297501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,40,2000,54638,3000000,55,14700004,269,1-01348-0049,1044 2 AVENUE,MIDTOWN EAST,D9-ELEVATOR,460,1975,580480,32029862,55,157000000,270,0.15,1-01318-0019,245 EAST 44 STREET,MIDTOWN EAST,D6-ELEVATOR,182,1986,168998,7288133,43.1,35800000,212,0.55
1-01330-7501,1563-R1,212 EAST 57 STREET,1,10022,40.75999,-73.966928,6,4,108,1038595,1013307501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,38,2004,70308,3450000,49.1,16900011,240,1-01364-0034,422 EAST 53 STREET,MIDTOWN EAST,D9-ELEVATOR,295,1974,312416,9805152,31.4,45700000,146,0.35,1-01311-0045,150 EAST 57 STREET,MIDTOWN CBD,D8-ELEVATOR,145,1997,158063,7763509,49.1,38100000,241,0.1
1-01331-7501,541-R1,200 EAST 58 STREET,1,10022,40.760741,-73.966628,6,4,108,1076271,1013317501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,115,1963,128436,4500000,35,20999991,164,1-01488-0013,519 EAST 76 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,210,1964,257244,12205965,47.4,59900000,233,1.05,1-01463-0021,1273 YORK AVENUE,UPPER EAST SIDE (59-79),D9-ELEVATOR,213,1957,182345,5682659,31.2,26500000,145,0.6
1-01331-7502,563-R1,225 EAST 57 STREET,1,10022,40.759926,-73.966737,6,4,108,1076272,1013317502,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R9-CONDOPS,260,1964,305093,9450000,31,44000000,144,1-01488-0013,519 EAST 76 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,210,1964,257244,12205965,47.4,59900000,233,1.05,1-01488-0045,500 EAST 77 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,427,1964,530809,13227963,24.92,54800000,103,1.05
1-01331-7503,1538-R1,207 EAST 57 STREET,1,10022,40.760042,-73.967011,6,4,108,1087269,1013317503,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,67,2005,104916,4725000,45,23199997,221,1-01311-0045,150 EAST 57 STREET,MIDTOWN CBD,D8-ELEVATOR,145,1997,158063,7763509,49.1,38100000,241,0.15,1-01318-0019,245 EAST 44 STREET,MIDTOWN EAST,D6-ELEVATOR,182,1986,168998,7288133,43.1,35800000,212,0.65
1-01336-7501,168-R1,806 2 AVENUE,1,10017,40.750585,-73.971635,6,4,88,1038674,1013367501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,79,1983,127399,5355000,42,26300023,206,1-01364-0034,422 EAST 53 STREET,MIDTOWN EAST,D9-ELEVATOR,295,1974,312416,9805152,31.4,45700000,146,0.45,1-01318-0019,245 EAST 44 STREET,MIDTOWN EAST,D6-ELEVATOR,182,1986,168998,7288133,43.1,35800000,212,0.15
1-01338-7501,247-R1,846 2 AVENUE,1,10017,40.751839,-73.970725,6,4,90,1038781,1013387501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,113,1980,86845,3300000,38,15400016,177,1-01453-0021,353 EAST 78 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,67,1986,53662,1763333,32.9,8210000,153,1.65,,,,,,,,,,,,
1-01338-7502,614-R1,325 EAST 45 STREET,1,10017,40.751446,-73.970051,6,4,90,1076276,1013387502,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,166,1977,122021,4750000,38.9,23300004,191,1-01349-0014,333 EAST 56 STREET,MIDTOWN EAST,D8-ELEVATOR,228,1982,225154,10827586,48.1,53200000,236,0.55,1-01369-0042,410 EAST 58 STREET,MIDTOWN EAST,D3-ELEVATOR,125,1974,105734,3952336,37.4,19400000,183,0.6
1-01340-7501,1165-R1,845 UNITED NATIONS PLAZA,1,10017,40.751983,-73.967538,6,4,90,1038909,1013407501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,370,2000,825532,51500000,62,252999996,306,1-01348-0049,1044 2 AVENUE,MIDTOWN EAST,D9-ELEVATOR,460,1975,580480,32029862,55,157000000,270,0.4,1-01376-0001,800 5 AVENUE,UPPER EAST SIDE (59-79),D8-ELEVATOR,229,1979,353412,26242220,74,129000000,365,0.9
1-01341-7501,176-R1,330 EAST 49 STREET,1,10017,40.753877,-73.968122,6,4,90,1038935,1013417501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,141,1962,89872,2830000,31.5,13200012,147,1-01463-0031,436 EAST 69 STREET,UPPER EAST SIDE (59-79),D7-ELEVATOR,127,1961,97396,1830759,18.8,6850000,70,1,1-01425-0017,225 EAST 70 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,91,1961,83220,2830153,34,13200000,159,1.1
1-01341-7502,259-R1,317 EAST 48 STREET,1,10017,40.753386,-73.968844,6,4,90,1039077,1013417502,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,126,1962,82112,2575000,31.4,11999981,146,1-01425-0017,225 EAST 70 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,91,1961,83220,2830153,34,13200000,159,1.1,1-01463-0021,1273 YORK AVENUE,UPPER EAST SIDE (59-79),D9-ELEVATOR,213,1957,182345,5682659,31.2,26500000,145,1
1-01341-7503,336-R1,100 UNITED NATIONS PLAZA,1,10017,40.753164,-73.968325,6,4,90,1039205,1013417503,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,237,1984,438326,19100000,43.6,93800003,214,1-01349-0014,333 EAST 56 STREET,MIDTOWN EAST,D8-ELEVATOR,228,1982,225154,10827586,48.1,53200000,236,0.4,1-01421-0021,1261 2 AVENUE,UPPER EAST SIDE (59-79),D6-ELEVATOR,339,1979,490652,26026314,53,128000000,261,0.9
1-01341-7505,1792-R1,865 1 AVENUE,1,10017,40.752823,-73.966935,6,4,90,1038920,1013417505,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,81,1930,78000,2200000,28.2,9110003,117,1-01321-0034,230 EAST 48 STREET,MIDTOWN EAST,D7-ELEVATOR,68,1928,68564,2119985,30.9,9870000,144,0.15,1-01349-0035,340 EAST 57 STREET,MIDTOWN EAST,D6-ELEVATOR,61,1931,73000,2079076,28.5,8610000,118,0.4
1-01342-7501,61-R1,309 EAST 49 STREET,1,10017,40.75405,-73.968483,6,4,98,1039489,1013427501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,85,1982,119419,5260000,44,25800003,216,1-01349-0014,333 EAST 56 STREET,MIDTOWN EAST,D8-ELEVATOR,228,1982,225154,10827586,48.1,53200000,236,0.35,1-01364-0034,422 EAST 53 STREET,MIDTOWN EAST,D9-ELEVATOR,295,1974,312416,9805152,31.4,45700000,146,0.2
1-01342-7502,105-R1,301 EAST 49 STREET,1,10017,40.754108,-73.968616,6,4,98,1039464,1013420001,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,20,1982,33376,1400000,41.9,6870011,206,1-01453-0021,353 EAST 78 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,67,1986,53662,1763333,32.9,8210000,153,1.45,1-01424-0004,203 EAST 69 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,15,1980,32500,1702675,52,8360000,257,1
1-01342-7503,1357-R1,344 EAST 50 STREET,1,10022,40.754407,-73.967429,6,4,98,1039474,1013427503,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R2-WALK-UP,15,1920,10550,490000,46.4,2410002,228,1-01327-0034,230 EAST 54 STREET,MIDTOWN EAST,C1-WALK-UP,20,1900,9010,490342,54,2410000,267,0.25,1-01382-0047,36 EAST 68 STREET,UPPER EAST SIDE (59-79),C5-WALK-UP,13,1910,9186,455608,49.6,2240000,244,1
1-01343-7501,60-R1,317 EAST 50 STREET,1,10022,40.754621,-73.967891,6,4,98,1039641,1013437501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,115,1931,93015,2450000,26.3,10100000,109,1-01349-0035,340 EAST 57 STREET,MIDTOWN EAST,D6-ELEVATOR,61,1931,73000,2079076,28.5,8610000,118,0.3,1-01406-0054,993 LEXINGTON AVENUE,UPPER EAST SIDE (59-79),D7-ELEVATOR,39,1914,73396,2812655,38.3,13800000,188,1.05
1-01343-7504,1809-R1,343 EAST 50 STREET,1,10022,40.754434,-73.967454,6,4,98,1085115,1013437504,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,23,1900,35615,1535000,43.1,7539998,212,1-01320-0018,235 EAST 46 STREET,MIDTOWN EAST,D1-ELEVATOR,63,1938,49914,2191782,43.9,10800000,216,0.25,1-01321-0038,224 EAST 48 STREET,MIDTOWN EAST,D1-ELEVATOR,25,1928,15402,825653,54,4050000,263,0.2
1-01344-7501,145-R1,335 EAST 51 STREET,1,10022,40.75512,-73.967129,6,4,98,1039682,1013447501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,97,1963,67540,2100000,31.1,9780002,145,1-01484-0001,1360 YORK AVENUE,UPPER EAST SIDE (59-79),D1-ELEVATOR,90,1958,60775,1811077,29.8,8440000,139,1.1,1-01425-0017,225 EAST 70 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,91,1961,83220,2830153,34,13200000,159,0.95
1-01344-7502,1212-R1,351 EAST 51 STREET,1,10022,40.755005,-73.966858,6,4,98,1039660,1013447502,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,64,2000,158085,7850000,49.7,39499998,250,1-01364-0034,422 EAST 53 STREET,MIDTOWN EAST,D9-ELEVATOR,295,1974,312416,9805152,31.4,45700000,146,0.15,1-01311-0045,150 EAST 57 STREET,MIDTOWN CBD,D8-ELEVATOR,145,1997,158063,7763509,49.1,38100000,241,0.35
1-01345-7501,1594-R1,310 EAST 53 STREET,1,10022,40.756534,-73.966634,6,4,98,1087513,1013457501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,85,2006,166692,8200000,49.2,40299993,242,1-01364-0034,422 EAST 53 STREET,MIDTOWN EAST,D9-ELEVATOR,295,1974,312416,9805152,31.4,45700000,146,0.15,1-01311-0045,150 EAST 57 STREET,MIDTOWN CBD,D8-ELEVATOR,145,1997,158063,7763509,49.1,38100000,241,0.3
1-01346-7501,323-R1,320 EAST 54 STREET,1,10022,40.757083,-73.966013,6,4,98,1039848,1013467501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,90,1959,65000,1980000,30.5,9220004,142,1-01425-0017,225 EAST 70 STREET,UPPER EAST SIDE (59-79),D6-ELEVATOR,91,1961,83220,2830153,34,13200000,159,0.85,1-01484-0001,1360 YORK AVENUE,UPPER EAST SIDE (59-79),D1-ELEVATOR,90,1958,60775,1811077,29.8,8440000,139,1
1-01346-7503,475-R1,975 1 AVENUE,1,10022,40.756097,-73.964548,6,4,98,1071924,1013467503,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,59,1941,53435,1935040,36.2,9010009,169,1-01440-0033,340 EAST 66 STREET,UPPER EAST SIDE (59-79),D1-ELEVATOR,60,1940,53446,1524708,28.5,6320000,118,0.6,1-01320-0018,235 EAST 46 STREET,MIDTOWN EAST,D1-ELEVATOR,63,1938,49914,2191782,43.9,10800000,216,0.35
1-01347-7501,1396-R1,300 EAST 55 STREET,1,10022,40.757851,-73.965889,6,5,108,1089507,1013477501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,118,2003,219278,9200000,42,45200009,206,1-01364-0034,422 EAST 53 STREET,MIDTOWN EAST,D9-ELEVATOR,295,1974,312416,9805152,31.4,45700000,146,0.2,1-01311-0045,150 EAST 57 STREET,MIDTOWN CBD,D8-ELEVATOR,145,1997,158063,7763509,49.1,38100000,241,0.25
1-01349-7501,510-R1,345 EAST 56 STREET,1,10022,40.75818,-73.964676,6,5,108,1071989,1013497501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R9-CONDOPS,174,1960,198115,6950000,35.1,32400000,164,1-01463-0031,436 EAST 69 STREET,UPPER EAST SIDE (59-79),D7-ELEVATOR,127,1961,97396,1830759,18.8,6850000,70,0.6,1-01488-0013,519 EAST 76 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,210,1964,257244,12205965,47.4,59900000,233,1.05
1-01349-7502,1632-R1,330 EAST 57 STREET,1,10022,40.758819,-73.964156,6,5,108,1087647,1013497502,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,14,2005,41406,2300000,56,11300002,273,1-01510-0020,1195 LEXINGTON AVENUE,UPPER EAST SIDE (79-96),D7-ELEVATOR,61,1987,78874,5429922,69,26700000,339,1.3,1-01439-0023,1185 1 AVENUE,UPPER EAST SIDE (59-79),D7-ELEVATOR,61,1996,50225,2138078,42.6,10500000,209,0.4
1-01350-7501,178-R1,351 EAST 57 STREET,1,10022,40.758677,-73.963774,6,5,108,1040014,1013507501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R9-CONDOPS,115,1958,95347,3200000,33.6,14900000,156,1-01463-0031,436 EAST 69 STREET,UPPER EAST SIDE (59-79),D7-ELEVATOR,127,1961,97396,1830759,18.8,6850000,70,0.55,1-01488-0013,519 EAST 76 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,210,1964,257244,12205965,47.4,59900000,233,1
1-01362-7502,1279-R1,400 EAST 51 STREET,1,10022,40.754412,-73.965498,6,4,8603,1040116,1013627502,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,113,2002,172926,8650000,50,42500006,246,1-01348-0049,1044 2 AVENUE,MIDTOWN EAST,D9-ELEVATOR,460,1975,580480,32029862,55,157000000,270,0.25,1-01311-0045,150 EAST 57 STREET,MIDTOWN CBD,D8-ELEVATOR,145,1997,158063,7763509,49.1,38100000,241,0.45
1-01365-7501,283-R1,966 1 AVENUE,1,10022,40.755847,-73.964707,6,4,8603,1040162,1013657501,Turtle Bay-East Midtown                                                    ,MIDTOWN EAST,R4-ELEVATOR,189,1958,196802,6900000,35.1,32100020,163,1-01468-0021,1385 YORK AVENUE,UPPER EAST SIDE (59-79),D6-ELEVATOR,293,1969,409942,14587562,35.6,67900000,166,1,1-01488-0013,519 EAST 76 STREET,UPPER EAST SIDE (59-79),D3-ELEVATOR,210,1964,257244,12205965,47.4,59900000,233,1.15
